name,brand,model,price,stock,Operating System Version,Display Resolution Type,Processor Speed,Operating System,RAM Size,Storage Type,Internal Memory,Graphics Memory Name,Screen Size,Display Resolution,Colour Name,Processor Type,Laptop Type,Processor Version Number/Generation,Graphics Memory Version,Number of Cores,RAM Type,Processor Brand,External Graphics,Keyboard Language,Model Number,Model Name,HDMI Output,Number of USB Ports,SD Card Slot,Number of HDMI Ports,Processor Version,link,SIM Type,Connection Type,Laptop Weight,Battery Size,Product Weight,Display Type,Version,Primary Camera Resolution,What's In The Box,Camera Type,Wireless,Audio Jack,Battery Type,Screen Features,Refresh Rates,Monitor response time,Usage Type,Average Battery Life,Product Length,Product Height,Product Width/Depth,Features,Pixels Per Inch,Graphic Memory,Adobe Flash Compatible,HDD Rotation,Operating System Number,Style,Number of Channels
Asus X543MA-GQ001W,ASUS, X543MA-GQ001W,EGP 9999.00 (Inclusive of VAT),N/A,Windows 11,,1.1 GHz,Windows,4 GB,HDD,1 TB,,15.6 in,1366x768,Silver,,Notebook,Celeron N4020,,Dual Core,DDR4,Intel,Integrated,English/Arabic,X543MA-GQ001W,,HDMI,4,NO,,,https://www.noon.com/egypt-en/asus-x543ma-gq001w-intel-celeron-n4020-4gb-1tb-intel-hd-graphics-15-6-hd-win11-natural-silver-english-arabic-silver/N53398867A/p/?o=ddf37ed5b1deb39e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 15IRH8 Laptop With 15.6 inch Core I7-13620H / 16GB Ram / 512GB SSD / 8GB Nvidia GeForce RTX Series 4060 Windows 11 English/Arabic Storm Grey,Lenovo, 82XV00JNED,EGP 65999.00 (Inclusive of VAT),N/A,Windows 11,Full HD,4.7 GHz,Windows,16 GB,SSD,512 GB,Nvidia GeForce RTX Series,15.6 in,1080x1920,Storm Grey,Core i7,Notebook,13th Gen,Nvidia GeForce RTX Series 4060,10-Core,DDR4,Intel,Graphic Card,English/Arabic,82XV00JNED,LOQ I7-1,1,3,1,1,core i7-13620H,https://www.noon.com/egypt-en/lenovo-loq-15irh8-laptop-with-15-6-inch-core-i7-13620h-16gb-ram-512gb-ssd-8gb-nvidia-geforce-rtx-series-4060-windows-11-english-arabic-storm-grey/N70018553V/p/?o=ea7302f93ba67c1c,,,,,,LED,,720 px,,Primary Camera,,,,Anti Glare,144Hz,,,,,,,,,8 GB,,,,,
Aspire 3 Laptop With 15.6-inch Display Core i5-1135G7 Processor 8gb Ram 1TB HDD + 256GB Nvidia GeForce MX350 Graphics English/Arabic Silver,Acer, A315-58G-5657,EGP 23600.00 (Inclusive of VAT),N/A,Free DOS,Full HD,2.8 GHz,DOS,8 GB,SSD,256 GB,,15.6 in,1080x1920,Silver,,Notebook,11th Gen,Nvidia GeForce MX350 Graphics,Quad Core,DDR4,Intel,Graphic Card,English/Arabic,A315-58G-5657,Aspire 3,Yes,3,no,1,,https://www.noon.com/egypt-en/aspire-3-laptop-with-15-6-inch-display-core-i5-1135g7-processor-8gb-ram-1tb-hdd-256gb-nvidia-geforce-mx350-graphics-english-arabic-silver/N53407929A/p/?o=bd7fae95b2f59cba,,,,,,,,,,,,,,,,,Personal,,,,,,,2 GB,,,,,
5520-G15 Gaming Laptop With 15.6 Inch Intel Core i7-12700H/16GB RAM/512 GB SSD/6 GB Nvidia GeForce RTX 3060 Series/Ubuntu English Black/Dark Shadow Grey,DELL, 5520-G15-E001-GRY,EGP 58000.00 (Inclusive of VAT),N/A,Free DOS,QHD,4.7 GHz,Ubuntu,16 GB,SSD,512 GB,Nvidia GeForce RTX Series,15.6 in,2560x1440,Black/Dark Shadow Grey,Core i7,Notebook,12th Gen,NVIDIA GeForce RTX 3060,14-Core,DDR5,Intel,Integrated,English,5520-G15-E001-GRY,2022,Yes,4,Yes,1,Core i7-12700H,https://www.noon.com/egypt-en/5520-g15-gaming-laptop-with-15-6-inch-intel-core-i7-12700h-16gb-ram-512-gb-ssd-6-gb-nvidia-geforce-rtx-3060-series-ubuntu-english-black-dark-shadow-grey/N53329645A/p/?o=ff97edf172cd20ca,,Wifi,2.6 Kg & Above,86000 mAh,3200 g,LED,International Version,720 px,"Laptop, Adapter",Primary Camera,Bluetooth,3.5 mm,Lithium Ion,Low Blue Light,60Hz,4 to 5 ms,Personal,6 Hours,27.2 cm,2.7 cm,35.7 cm,"Ergonomic, Personal, Travel, USB, Business",141 PPI,6 GB,Yes,,Free DOS,Ubuntu English Black,
MacBook Pro MKGP3 14-Inch Liquid Retina XDR Display Apple M1 Pro Chip With 8-Core CPU And 14-Core GPU/16GB RAM/512GB SSD/English Keyboard Space Grey,Apple," MKGP3, MKGP3AB/A, MKGP3E/A, A2442",EGP 98950.00 (Inclusive of VAT),N/A,OS X,QHD,2 GHz,macOS,16 GB,SSD,512 GB,Integrated Graphics,14 in,3024x1964,Space Grey,Apple M1 Pro,Notebook,Not Applicable,Apple M1 Pro chip with 8‑core CPU and 14‑core GPU,Octa Core,DDR4,Apple,Integrated,,"MKGP3, MKGP3AB/A, MKGP3E/A, A2442",MacBook Pro 14 M1,Yes,3,Yes,1,Apple M1 Pro chip With 8‑core CPU And 14‑core GPU,https://www.noon.com/egypt-en/macbook-pro-mkgp3-14-inch-liquid-retina-xdr-display-apple-m1-pro-chip-with-8-core-cpu-and-14-core-gpu-16gb-ram-512gb-ssd-english-keyboard-space-grey/N51448598A/p/?o=e51535fb45ebec4a,Normal SIM,HDMI,,,,Liquid Retina XDR,International Version,1080 px,MacBook Pro,Primary Camera + Secondary Camera,Wireless,3.5 mm,Lithium Polymer,Flat Screen,120Hz,11 to 15 ms,Business,12 Hours,,,,"Bluetooth, Multi-Touch, Ergonomic, USB, Business",,1 GB,,,,Elegant,Dual
"MacBook Pro MNEH3 13-Inch Display : Apple M2 chip with 8-core CPU and 10-core GPU, 256GB SSD- English Arabic Keyboard Space Grey",Apple, MNEH3 AB/A,EGP 80000.00 (Inclusive of VAT),N/A,OS X,Full HD,1.7 GHz,macOS,8 GB,SSD,256 GB,Integrated Graphics,13 in,1920x1080,Space Grey,Apple M2,Notebook,Not Applicable,Integrated Graphics,16-Core,DDR4,Apple,Integrated,,MNEH3 AB/A,MacBook Pro 13 M2,no,2,no,2,Apple M2 chip with 8-core CPU and 10-core GPU,https://www.noon.com/egypt-en/macbook-pro-mneh3-13-inch-display-apple-m2-chip-with-8-core-cpu-and-10-core-gpu-256gb-ssd-english-arabic-keyboard-space-grey/N53330827A/p/?o=af896ff030ee7ddf,Normal SIM,Wifi,1 - 1.4 Kg,4475 mAh,1.4 KG,Retina Display,Middle East Version,2 MP,Apple MacBook Pro 13-Inch M2 Chip,Primary Camera,Wireless,3.5 mm,Lithium Ion,Eye Care,60Hz,16 ms & Above,Personal,Above 20 Hours,30.4 cm,1.5 cm,21.2 cm,"Built In Speaker, High Refresh Rate Display, Travel, Personal, Lithium Ion",227,0 GB,no,7200 rpm,macOS,,
"Lenovo Ideapad 1 Laptop, Intel Celeron N4020, 15.6 Inch FHD, 256GB SSD, 8GB RAM, Intel HD Graphics, Windows 11",Lenovo, Ideapad 1,EGP 9999.00 (Inclusive of VAT),N/A,Windows 11,Full HD,1.1 GHz,Windows,8 GB,SSD,256 GB,,15.6 in,1920x1080,Blue,Celeron,Notebook,Celeron N4020,,Dual Core,DDR,Intel,Integrated,English/Arabic,Ideapad 1,Ideapad 1,1,3,0,,Celeron N4020,https://www.noon.com/egypt-en/lenovo-ideapad-1-laptop-intel-celeron-n4020-15-6-inch-fhd-256gb-ssd-8gb-ram-intel-hd-graphics-windows-11-english-arabic-blue/N53420938A/p/?o=ffded96f0cc596da,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,
UX325EA-OLED005W Laptop With 13.3 inch Core i5-1135G7 8GB RAM 512GB SSD Intel Xe Graphics 8 gigabyte English/Arabic Pine Grey,ASUS, 90NB0SL1-M00C10,EGP 26999.00 Inclusive of VAT,N/A,Windows 11,Full HD,2.8 GHz,Windows,8 GB,SSD,512 GB,Intel Xe Graphics,13.3 in,1080x1920,Pine Grey,,Notebook,11th Gen,Intel Xe Graphics,Octa Core,LPDDR4X,Intel,Integrated,English/Arabic,90NB0SL1-M00C10,UX325EA-OLED005W,1,3,1,1,,https://www.noon.com/egypt-en/ux325ea-oled005w-laptop-with-13-3-inch-core-i5-1135g7-8gb-ram-512gb-ssd-intel-xe-graphics-8-gigabyte-english-arabic-pine-grey/N53424526A/p/?o=b079ac7cd19da63b,,,,,,OLED,,720 px,,Primary Camera,,,,Anti Glare,,,Personal,,,,,,,8 GB,,,,,
Lenovo LOQ 15IRH8 Laptop With 15.6 inch Core I7-13620H / 16GB Ram / 512 SSD / 6GB Nvidia GeForce RTX Series 4050 DOS English/Arabic Storm Grey,Lenovo, 82XV007BED,EGP 55399.00 Inclusive of VAT,N/A,Free DOS,Full HD,2.4 GHz,DOS,16 GB,SSD,512 GB,Nvidia GeForce RTX Series,15.6 in,1080x1920,Storm Grey,Core i7,Notebook,13th Gen,Nvidia GeForce RTX Series 4050,10-Core,DDR4,Intel,Graphic Card,English/Arabic,82XV007BED,LOQ 15IRH8,1,3,1,1,i7 13620H,https://www.noon.com/egypt-en/lenovo-loq-15irh8-laptop-with-15-6-inch-core-i7-13620h-16gb-ram-512-ssd-6gb-nvidia-geforce-rtx-series-4050-dos-english-arabic-storm-grey/N70007012V/p/?o=b5df5f7aa889a0dd,,,,,,LED,,720 px,,Primary Camera,,,,Anti Glare,144Hz,,,,,,,,,4 GB,,,,,
Vostro 3520 Professional And Personnel Laptop With 15.6 -Inch FHD Display/Intel Core i7-1255U Processor/8GB RAM/512GB SSD/2GB NVIDIA GeForce MX550 Graphics Card/ Windows 11 English Titan Grey,DELL, #3520/Eng,EGP 38934.00 (Inclusive of VAT),N/A,Windows 11 Pro,Full HD,4.7 GHz,Windows,8 GB,SSD,512 GB,Nvidia GeForce MX Series,15.6 in,1920x1080,Titan Grey,Core i7,Notebook,12th Gen,2GB GDDR6 NVIDIA GeForce MX550,10-Core,DDR4,Intel,Graphic Card,English,#3520/Eng,DellVostro 3520,Yes,3,yes,1,Core i7-1255U,https://www.noon.com/egypt-en/vostro-3520-professional-and-personnel-laptop-with-15-6-inch-fhd-display-intel-core-i7-1255u-processor-8gb-ram-512gb-ssd-2gb-nvidia-geforce-mx550-graphics-card-windows-11-english-titan-grey/N53392783A/p/?o=f8cfbfc4d2dba7bc,No SIM Card,HDMI,,54 mAh,,IPS,Middle East Version,720 px,"Laptop, Adaptor, Manual",Primary Camera,Wireless,,Lithium Polymer,High Refresh Rate,120Hz,6 to 10 ms,,5 Hours,,,,"Business, Intel, High Refresh Rate Display, Built In Speaker, Lithium Polymer",,2 GB,Yes,,,,
"Latitude E 5470 With 14-Inch Display, Core i5 Processor/8GB RAM/500GB HDD/Intel HD Graphics 520 With Arabic/English Keyboard Black",DELL, E 5470,EGP 10500.00 (Inclusive of VAT),N/A,Windows 10,,2.4 GHz,Windows,8 GB,HDD,500 GB,Intel,14 in,,Black,Core i5,Notebook,6300U,,Dual Core,DDR4,Intel,,,E 5470,Latitude E5470,,1,,1,6300U,https://www.noon.com/egypt-en/latitude-e-5470-with-14-inch-display-core-i5-processor-8gb-ram-500gb-hdd-intel-hd-graphics-520-with-arabic-english-keyboard-black/N12402504A/p/?o=d3a21a5fbd2e775b,,Wifi,1.5 - 1.9 Kg,,1.8 KG,,,,,Primary Camera,Wireless,,,,,,,,49.6 cm,33.3 cm,7.4 cm,"Personal, Business, Gaming, Travel",,,,,,,
IdeaPad Gaming 3 Laptop With 16-inch Display Core i7-12650H Processor 16gb RAM 512 gigabyte Nvidia GeForce RTX 3060 Graphics English/Arabic Onyx Grey,Lenovo, ideapad Gaming 3 16IAH7,EGP 48500.00 (Inclusive of VAT),N/A,Windows 11,,4.7 GHz,Windows,16 GB,SSD,512 GB,Nvidia GeForce RTX Series,15.6 in,1600x2560,Onyx Grey,Core i7,Notebook,12th Gen,,10-Core,DDR4,Intel,External Graphics,English/Arabic,ideapad Gaming 3 16IAH7,Ideapad,1,3,1,,,https://www.noon.com/egypt-en/ideapad-gaming-3-laptop-with-16-inch-display-core-i7-12650h-processor-16gb-ram-512-gigabyte-nvidia-geforce-rtx-3060-graphics-english-arabic-onyx-grey/N53385041A/p/?o=ddcd2d52178324dc,,,,,,,,,,,,,,,,,Business,,,,,,,,,,,,
15-eg0097ne Laptop With 15.6 inch Display Intel Core i7-1165G7 / 8GB RAM /512GB SSD/NVIDIA GeForce MX Series English Silver,HP, 353G5EA#ABV,EGP 39999.00 (Inclusive of VAT),N/A,Windows 10,Full HD,4.7 GHz,Windows,8 GB,SSD,512 GB,,15.6 in,1080x1920,Silver,Core i7,Notebook,"Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)",NVIDIA GeForce MX450,Quad Core,DDR4,Intel,Integrated,English,353G5EA#ABV,15-eg0097ne,2.0,3,Yes,1,Core i7-1165G7,https://www.noon.com/egypt-en/15-eg0097ne-laptop-with-15-6-inch-display-intel-core-i7-1165g7-8gb-ram-512gb-ssd-nvidia-geforce-mx-series-english-silver/N53338090A/p/?o=cdbdb9f2569562cd,,,,,,IPS,,,,Primary Camera,Bluetooth,,Lithium Ion,Anti Glare,,,Personal,8 Hours,,,,,,2 GB,,,,,
Acer Aspire 3 A315-58G-51L4 Intel Core I5-1135G7 1TB HDD 8GB Ram Nvidia GeForce MX350 2GB 15.6'' Inch FHD English/Arabic Pure Silver,Acer, Aspire 3 A315-58G-51L4,EGP 21999.00 Inclusive of VAT,N/A,Free DOS,,4.2 GHz,DOS,8 GB,HDD,1 TB,,15.6 in,1920x1080,Pure Silver,,Notebook,Intel Core I5-1135G7,,Quad Core,DDR4,Intel,Graphic Card,English/Arabic,Aspire 3 A315-58G-51L4,Aspire 3,1,3,0,,,https://www.noon.com/egypt-en/acer-aspire-3-a315-58g-51l4-intel-core-i5-1135g7-1tb-hdd-8gb-ram-nvidia-geforce-mx350-2gb-15-6-inch-fhd-english-arabic-pure-silver/N53410780A/p/?o=ffe197b950efe89d,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,
Vostro 3510 15.6 inch Full HD /Core I3-1115G4 /4GB Ram /1TB HDD /Intel UHD Graphics integrated /Ubuntu English/Arabic Black,DELL, Vostro 3510-I3,EGP 19464.00 (Inclusive of VAT),N/A,Free DOS,Full HD,3 GHz,Ubuntu,4 GB,HDD,1 TB,Intel UHD Graphics,15.6 in,1080x1920,Black,Core i3,Notebook,11th Gen,Intel UHD Graphics,Dual Core,DDR4,Intel,Integrated,English/Arabic,Vostro 3510-I3,2022,Yes,3,Yes,1,Core I3-1115G4,https://www.noon.com/egypt-en/vostro-3510-15-6-inch-full-hd-core-i3-1115g4-4gb-ram-1tb-hdd-intel-uhd-graphics-integrated-ubuntu-english-arabic-black/N51889194A/p/?o=f895b14cc0980f8b,,Wifi,1.5 - 1.9 Kg,41000 mAh,1.9 KG,LCD,International Version,0.3 MP,"Laptop, Adapter",Primary Camera,Bluetooth,3.5 mm,Lithium Ion,Low Blue Light,60Hz,4 to 5 ms,Personal,10 Hours,14.23 in,0.71 in,9.76 in,"Bluetooth, Built In Speaker, Compact Size, Intel, Travel",141 PPI,0 GB,Yes,5400 rpm,Free DOS,Ubuntu English/Arabic Black,
Lenovo IdeaPad 1 15IAU7,Lenovo, 15IAU7,EGP 37749.00 Inclusive of VAT,N/A,Windows 11,,4.7 GHz,Windows,8 GB,SSD,512 GB,,15.6 in,1080x1920,Blue,Core i7,Notebook,i7-1255U,,12-Core,DDR4,Intel,Integrated,English/Arabic,15IAU7,Ideapad 1,HDMI - USB 2.0 - USB 3.2,5,YES,,core i7-1255u,https://www.noon.com/egypt-en/lenovo-ideapad-1-15iau7-intel-core-i7-1255u-8gb-512gb-ssd-intel-iris-xe-graphics-15-6-fhd-win11-english-arabic-blue/N53398746A/p/?o=cd3e6be17c2cf9ec,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,
Asus Vivobook(X1503ZA-OLED005W)core i5 12500h-ram 8gb- ssd 512 -intel iris,ASUS, X1503ZA-OLED005W,EGP 25899.00 Inclusive of VAT,N/A,Windows 11 Home,,4.5 GHz,Windows,8 GB,SSD,512 GB,Intel,15.6 in,1080x1920,Quiet Blue,Core i5,Notebook,12,,12-Core,DDR4,Intel,Integrated,English/Arabic,X1503ZA-OLED005W,,1xHDMI 1.4,3,1xDC-in,,12500H Processor 2.5 GHz,https://www.noon.com/egypt-en/asus-vivobook-x1503za-oled005w-core-i5-12500h-ram-8gb-ssd-512-intel-iris-15-6-fhd-oled-win-11-quiet-blue-english-arabic-quiet-blue/N70014870V/p/?o=a7381871e895619e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Probook X360 11-G3 2-In-1 Laptop With 11.6-Inch Display, Celeron N5000 Processor/4GB RAM/128GB SSD/Intel Integrated Graphics Black",HP, 7XH28U8#ABA,EGP 12000.00 (Inclusive of VAT),N/A,Windows 10,HD,1.1 GHz,Windows,4 GB,SSD,128 GB,Intel,11.6 in,1366x768,Black,Celeron,Convertible 2 in 1,N5000,Integrated,Quad Core,DDR4,Intel,Processor Graphics,,7XH28U8#ABA,ProBook x360,yes,3,yes,1,N5000,https://www.noon.com/egypt-en/probook-x360-11-g3-2-in-1-laptop-with-11-6-inch-display-celeron-n5000-processor-4gb-ram-128gb-ssd-intel-integrated-graphics-black/N32307733A/p/?o=f89f2d6f3a58a6ac,,Wifi,1 - 1.4 Kg,,1.35 KG,LCD,,,,Primary Camera,,,,Touchscreen,,,,,29.97 cm,1.98 cm,20.6 cm,"Intel, Lithium Ion, Personal, Travel, Bluetooth",,,,,10 Pro,,
"VivoBook Laptop with 11.6-Inch HD Display, Celeron N3350 Processor/4GB RAM/500 GB HDD / WIN10 STAR Grey",ASUS, E203NAH-FD084T,EGP 9999.00 (Inclusive of VAT),N/A,Windows 10,HD,,Windows,4 GB,HDD,500 GB,Intel,11.6 in,1366x768,Grey,Celeron,Notebook,N3350,,Dual Core,DDR4,Intel,,,E203NAH-FD084T,VivoBook,Yes,3,Yes,,,https://www.noon.com/egypt-en/vivobook-laptop-with-11-6-inch-hd-display-celeron-n3350-processor-4gb-ram-500-gb-hdd-win10-star-grey/N25015775A/p/?o=c07159937dbdfa7d,,,Upto 1 Kg,,0.99 KG,LED,,,,Primary Camera,,3.5 mm,,,,,,,11.3 in,7.6 in,0.7 in,"Personal, Travel, Business",,,,,10,,
Dell Insiprion 15 3520 Core i5-1135G7,DELL, Dell Insiprion 15 3520,EGP 23499.00 (Inclusive of VAT),N/A,Windows 11,,4.2 GHz,Windows,8 GB,SSD,512 GB,Intel HD Graphics,15.6 in,1080x1920,Carbon Black,Intel Core i5,Notebook,1135G7,,Quad Core,DDR4,Intel,Integrated,English/Arabic,Dell Insiprion 15 3520,,1,3,1,,1135G7,https://www.noon.com/egypt-en/dell-insiprion-15-3520-core-i5-1135g7-8gb-ram-512gb-sdd-15-6fhd-inteluhd-graphics-w11-english-arabic-carbon-black/N70016085V/p/?o=ad34b19a960541ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MacBook Air MGND3 13-Inch Display, Apple M1 Chip With 8-Core Processor and 7-Core Graphics / 8GB Unified Memory / 256GB SSD / English Keyboard Gold",Apple, MGND3/Z12A0006C / MGND3LL/A/MGND3HN/A,EGP 49900.00 (Inclusive of VAT),N/A,OS X,Full HD,3.2 GHz,macOS,8 GB,SSD,256 GB,Integrated Graphics,13 in,1920x1080,Gold,Apple M1,Notebook,Not Applicable,Integrated Graphics,Quad Core,DDR4,Apple,Integrated,,MGND3/Z12A0006C / MGND3LL/A/MGND3HN/A,MacBook Air 13 M1,Yes,2,,1,Apple M1,https://www.noon.com/egypt-en/macbook-air-mgnd3-13-inch-display-apple-m1-chip-with-8-core-processor-and-7-core-graphics-8gb-unified-memory-256gb-ssd-english-keyboard-gold/N42284106A/p/?o=fe61077e713e706f,Normal SIM,Wifi,1 - 1.4 Kg,7150 mAh,1.3 KG,Retina Display,International Version,2 MP,"Apple MacBook Air 13"" Display",Primary Camera,Wireless,3.5 mm,Lithium Ion,Eye Care,60Hz,16 ms & Above,Personal,,32.5 cm,1.7 cm,22.7 cm,"Built In Speaker, High Refresh Rate Display, Travel, Personal, Lithium Ion",224,0 GB,no,7200 rpm,macOS,Gold English,
"Lenovo IdeaPad 1 Laptop, Intel Core i3-1215U, 15.6 Inch FHD, 256GB SSD, 4GB RAM, Intel UHD Graphics, Windows 11",Lenovo, ideapad 1,EGP 15999.00 Inclusive of VAT,N/A,Windows 11,,4.4 GHz,Windows,4 GB,SSD,256 GB,,15.6 in,1920x1080,Gray,,Notebook,Intel Core i3-1215U (up to 4.4GHz),,Hexa Core,DDR,Intel,Integrated,English/Arabic,ideapad 1,Ideapad 1,1,3,0,,,https://www.noon.com/egypt-en/lenovo-ideapad-1-laptop-intel-core-i3-1215u-15-6-inch-fhd-256gb-ssd-4gb-ram-intel-uhd-graphics-windows-11-english-arabic-gray/N53420875A/p/?o=bc22e69a548a2d4d,,,,,,,,,,,,,,,,,Personal,,,,,,,,,,,,
"Aspire 5 Laptop With 15.6-Inch Display, AMD Ryzen 7 Processor/8GB RAM/512GB SSD/DOS/2GB AMD Rx 640 Graphic Card English/Arabic purple Silver",Acer, NX.A8AEM.00B / A515-45G-R1KS / NX.A8AEM.00E,EGP 20490.00 Inclusive of VAT,N/A,Free DOS,Full HD,1.8 GHz,DOS,8 GB,SSD,512 GB,Intel HD Graphics,15.6 in,1080x1920,purple Silver,Ryzen 7,Notebook,5th Gen,RX 640,Octa Core,DDR,AMD,Graphic Card,English/Arabic,NX.A8AEM.00B / A515-45G-R1KS / NX.A8AEM.00E,Aspire 5,Yes,3,Yes,1,Ryzen 7 5700U,https://www.noon.com/egypt-en/aspire-5-laptop-with-15-6-inch-display-amd-ryzen-7-processor-8gb-ram-512gb-ssd-dos-2gb-amd-rx-640-graphic-card-english-arabic-purple-silver/N53180806A/p/?o=c918361341550d4e,,,,,,AMOLED,,,,,,,Lithium Polymer,,,,Personal,11 Hours,30 cm,5 cm,5 cm,"Business, Compact Size, Personal",,2 GB,,,,,
15s-fq4047ne Laptop With 15.6-inch Display Core i5-1155G7 / 8GB RAM / 512GB SSD / Intel Iris Xe Graphics / Windows 11 English/Arabic Silver,HP, 15s-fq4047ne,EGP 19999.00 (Inclusive of VAT),N/A,Windows 11 Home,Full HD,4.5 GHz,Windows,8 GB,SSD,512 GB,Intel Iris/Iris Plus Graphics,15.6 in,1080x1920,Silver,Core i5,Notebook,11th Gen,Intel Iris X Graphics,Quad Core,DDR4,Intel,Integrated,English/Arabic,15s-fq4047ne,15s-fq4047ne / 8G1A5EA,Yes,3,no,1,Core i5-1155G7,https://www.noon.com/egypt-en/15s-fq4047ne-laptop-with-15-6-inch-display-core-i5-1155g7-8gb-ram-512gb-ssd-intel-iris-xe-graphics-windows-11-english-arabic-silver/N70017258V/p/?o=ef05ba5b15dd5e7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modern 14 B11M Laptop With 14-Inch Display, Core I7 -1195G7/8Gb Ram/512Gb Ssd/Intel Iris Xe Graphics/Windows 11/ Home English Carbon Gray",MSI, 9S7-14D214-404 / 9S7-14D224-802,EGP 22999.00 Inclusive of VAT,N/A,Windows 11,Full HD,2.8 GHz,Windows,8 GB,SSD,512 GB,Intel,14 in,1920x1080,Carbon Gray,Core i7,Notebook,11th Gen,Intel Iris Xe Graphics,Quad Core,DDR4,Intel,Integrated,English,9S7-14D214-404 / 9S7-14D224-802,Modern 14 B11M,Yes,3,Yes,1,Core i7,https://www.noon.com/egypt-en/modern-14-b11m-laptop-with-14-inch-display-core-i7-1195g7-8gb-ram-512gb-ssd-intel-iris-xe-graphics-windows-11-home-english-carbon-gray/N46544787A/p/?o=d33b3e96ec79ccda,No SIM Card,Wifi,1 - 1.4 Kg,4630 mAh,1.3 KG,IPS,International Version,720 px,"Laptop,Charger And User Manual",Primary Camera,Bluetooth,3.5 mm,Lithium Ion,Eco-Friendly,60Hz,2 to 3 ms,Business,8 Hours,31.9 cm,21.9 cm,1.69 cm,"Business, Intel, Travel, Personal, USB",157,,,,,,
15s-eq1001ne with 15.6 inch AMD Ryzen 3-3250U / 4GB RAM / 256GB SSD / AMD Radeon Integrated Graphics / Windows 11 English/Arabic Black,HP, 15s-eq1001ne,EGP 11999.00 (Inclusive of VAT),N/A,Windows 11,HD,2.6 GHz,Windows,4 GB,SSD,256 GB,,15.6 in,1366x768,Black,Ryzen 3,Notebook,3rd Gen,AMD Radeon,Octa Core,DDR4,AMD,Graphic Card,English/Arabic,15s-eq1001ne,15s-eq1001ne / 155N7EA,1,3,1,1,Ryzen 3 3250U,https://www.noon.com/egypt-en/15s-eq1001ne-with-15-6-inch-amd-ryzen-3-3250u-4gb-ram-256gb-ssd-amd-radeon-integrated-graphics-windows-11-english-arabic-black/N53408479A/p/?o=e25ce6788ca4ea9f,,,,,,LED,,720 px,,Primary Camera,Wireless,,Lithium Ion,,,,Personal,7 Hours,,,,,,None None,,,,,
IdeaPad Gaming 3 Laptop With 15.6-inch Display Core i7-12650H / 16GB Ram / 512GB SSD / 4 GB NVIDIA GeForce RTX 3050 / Windows 11 English/Arabic Grey,Lenovo, 82S900YSED,EGP 45600.00 (Inclusive of VAT),N/A,Windows 11,Full HD,2.3 GHz,Windows,16 GB,SSD,512 GB,,15.6 in,1920x1080,Grey,Core i7,Notebook,12th Gen,NVIDIA GeForce RTX 3050,10-Core,DDR4,Intel,Graphic Card,English/Arabic,82S900YSED,Idea Pad Gaming 3 15IAH7,1,3,no,1,i7-12650H,https://www.noon.com/egypt-en/ideapad-gaming-3-laptop-with-15-6-inch-display-core-i7-12650h-16gb-ram-512gb-ssd-4-gb-nvidia-geforce-rtx-3050-windows-11-english-arabic-grey/N53416089A/p/?o=c484187037f3a7cf,,,,3910 mAh,,IPS,,720 px,,Primary Camera,Wireless,,Lithium Polymer,Anti Glare,,,Gaming,5 Hours,,,,,,4 GB,,,,,
15-eh3000ne Laptop With 15.6 inch AMD Ryzen 7-7730U / 16GB RAM / 512GB SSD / AMD Radeon Integrated Graphics / Windows 11 English/Arabic Silver,HP, 15-eh3000ne,EGP 23999.00 (Inclusive of VAT),N/A,Windows 11 Home,Full HD,4.5 GHz,Windows,16 GB,SSD,512 GB,AMD Radeon Pro,15.6 in,1080x1920,Silver,Ryzen 7,Notebook,7th Gen,AMD Radeon Graphics,Octa Core,DDR4,AMD,Integrated,English/Arabic,15-eh3000ne,15-eh3000ne /822S5EA,Yes,3,no,1,Ryzen 7 7730U,https://www.noon.com/egypt-en/15-eh3000ne-laptop-with-15-6-inch-amd-ryzen-7-7730u-16gb-ram-512gb-ssd-amd-radeon-integrated-graphics-windows-11-english-arabic-silver/N70017343V/p/?o=f9964f5d5a73ad1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
